Conference,paperIdx,tableIdx,rowIdx,colIdx,type,sc_ch_semantic_0,sc_ch_raw,sc_ch_raw_type,human_Check,obj_cell_values,tableLink,paperLink,semantic_0_clean,semantic_1
Tobacco Induced Diseases,154,1,8,0,sbjCol,Race/Ethnicity,Han,,,2772.0; 95.1; 22.1; 1.00,"http://www.tobaccoinduceddiseases.org/Social-deprivation-and-secondhand-smoke-exposure-among-nurban-male-residents-A-nationwide,132290,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132290,Race/Ethnicity,Han; 
Tobacco Induced Diseases,154,1,8,0,sbjCol,Race/Ethnicity,Han,,,2772.0; 95.1; 22.1; 1.00,"http://www.tobaccoinduceddiseases.org/Social-deprivation-and-secondhand-smoke-exposure-among-nurban-male-residents-A-nationwide,132290,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132290,Race/Ethnicity,Han; 
Tobacco Induced Diseases,154,1,29,0,sbjCol,Occupation,Other,,,161.0; 67.0; 29.2; 1.39 (0.89–2.15),"http://www.tobaccoinduceddiseases.org/Social-deprivation-and-secondhand-smoke-exposure-among-nurban-male-residents-A-nationwide,132290,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132290,Race/Ethnicity,Others; 
Tobacco Induced Diseases,154,2,15,0,sbjCol,Other,Other,,,; 0.89 (0.67–1.19); 1.03 (0.67–1.26); 1.00 (0.66–1.51); 1.29 (1.02–1.66)*; 1.19 (0.90–1.56); 1.16 (0.86–1.54),"http://www.tobaccoinduceddiseases.org/Social-deprivation-and-secondhand-smoke-exposure-among-nurban-male-residents-A-nationwide,132290,0,2.html#t0002",http://dx.doi.org/10.18332/tid/132290,Race/Ethnicity,Others; 
Tobacco Induced Diseases,156,1,12,0,sbjCol,Race/Ethnicity,Hispanic ethnicity,,,23.0 (17.7–29.4),"http://www.tobaccoinduceddiseases.org/Why-and-how-do-dual-users-quit-vaping-Survey-findings-from-adults-who-use-electronic,132547,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132547,Race/Ethnicity,; Hispanic
Tobacco Induced Diseases,156,1,14,0,sbjCol,Race/Ethnicity,American Indian/Alaska Native,,,3.9 (2.0–7.7),"http://www.tobaccoinduceddiseases.org/Why-and-how-do-dual-users-quit-vaping-Survey-findings-from-adults-who-use-electronic,132547,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132547,Race/Ethnicity,American Indian and Alaska Native; 
Tobacco Induced Diseases,156,1,15,0,sbjCol,Race/Ethnicity,Asian,,,2.0 (0.7–5.1),"http://www.tobaccoinduceddiseases.org/Why-and-how-do-dual-users-quit-vaping-Survey-findings-from-adults-who-use-electronic,132547,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132547,Race/Ethnicity,Asian; 
Tobacco Induced Diseases,156,1,16,0,sbjCol,Race/Ethnicity,Black/African American,,,11.3 (7.6–16.4),"http://www.tobaccoinduceddiseases.org/Why-and-how-do-dual-users-quit-vaping-Survey-findings-from-adults-who-use-electronic,132547,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132547,Race/Ethnicity,Black or African American; 
Tobacco Induced Diseases,156,1,17,0,sbjCol,Race/Ethnicity,Native Hawaiian/Pacific Islander,,,1.0 (0.2–3.9),"http://www.tobaccoinduceddiseases.org/Why-and-how-do-dual-users-quit-vaping-Survey-findings-from-adults-who-use-electronic,132547,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132547,Race/Ethnicity,Native Hawaiian and Other Pacific Islander; 
Tobacco Induced Diseases,156,1,18,0,sbjCol,Racea,White,,,84.8 (79.2–89.1),"http://www.tobaccoinduceddiseases.org/Why-and-how-do-dual-users-quit-vaping-Survey-findings-from-adults-who-use-electronic,132547,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132547,Race/Ethnicity,White; 
Tobacco Induced Diseases,156,1,52,0,sbjCol,EC flavor used in past 30 daysa,Other,,,4.6 (2.4–8.7),"http://www.tobaccoinduceddiseases.org/Why-and-how-do-dual-users-quit-vaping-Survey-findings-from-adults-who-use-electronic,132547,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132547,Race/Ethnicity,Others; 
Tobacco Induced Diseases,156,2,15,0,sbjCol,Other,Other,,,,"http://www.tobaccoinduceddiseases.org/Why-and-how-do-dual-users-quit-vaping-Survey-findings-from-adults-who-use-electronic,132547,0,2.html#t0002",http://dx.doi.org/10.18332/tid/132547,Race/Ethnicity,Others; 
Tobacco Induced Diseases,156,2,30,0,sbjCol,Other Method used to quit,Other,,,0.0; 0.0,"http://www.tobaccoinduceddiseases.org/Why-and-how-do-dual-users-quit-vaping-Survey-findings-from-adults-who-use-electronic,132547,0,2.html#t0002",http://dx.doi.org/10.18332/tid/132547,Race/Ethnicity,Others; 
Tobacco Induced Diseases,157,1,5,0,sbjCol,Race/Ethnicity,Race,,,,"http://www.tobaccoinduceddiseases.org/Inside-the-adolescent-voice-A-qualitative-analysis-of-the-nappeal-of-different-tobacco,132856,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132856,Race/Ethnicity,
Tobacco Induced Diseases,157,1,6,0,sbjCol,Race/Ethnicity,Hispanic,,,10 (40.0),"http://www.tobaccoinduceddiseases.org/Inside-the-adolescent-voice-A-qualitative-analysis-of-the-nappeal-of-different-tobacco,132856,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132856,Race/Ethnicity,; Hispanic
Tobacco Induced Diseases,157,1,7,0,sbjCol,Race/Ethnicity,White,,,6 (24.0),"http://www.tobaccoinduceddiseases.org/Inside-the-adolescent-voice-A-qualitative-analysis-of-the-nappeal-of-different-tobacco,132856,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132856,Race/Ethnicity,White; 
Tobacco Induced Diseases,157,1,8,0,sbjCol,Race/Ethnicity,Asian,,,5 (20.0),"http://www.tobaccoinduceddiseases.org/Inside-the-adolescent-voice-A-qualitative-analysis-of-the-nappeal-of-different-tobacco,132856,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132856,Race/Ethnicity,Asian; 
Tobacco Induced Diseases,157,1,9,0,sbjCol,Race/Ethnicity,Other/mixed,,,4 (16.0),"http://www.tobaccoinduceddiseases.org/Inside-the-adolescent-voice-A-qualitative-analysis-of-the-nappeal-of-different-tobacco,132856,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132856,Race/Ethnicity,Others; 
Tobacco Induced Diseases,158,1,11,0,sbjCol,Race/Ethnicity,Ethnicity,,,0.93 (0.26); 0.97 (0.18)***; 0.91 (0.28); 0.97 (0.18)***; 0.91 (0.28),"http://www.tobaccoinduceddiseases.org/Effects-of-government-cash-subsidies-on-health-risk-behaviors-nof-the-rural-elderly,132859,0,2.html#t0001",http://dx.doi.org/10.18332/tid/132859,Race/Ethnicity,
Tobacco Induced Diseases,158,2,5,0,sbjCol,Race/Ethnicity,Ethnicity,,,U; 0.967; 0.911; 23.5; ; 5.71; 0.000,"http://www.tobaccoinduceddiseases.org/Effects-of-government-cash-subsidies-on-health-risk-behaviors-nof-the-rural-elderly,132859,0,2.html#t0002",http://dx.doi.org/10.18332/tid/132859,Race/Ethnicity,
Tobacco Induced Diseases,158,2,6,0,sbjCol,Race/Ethnicity,Ethnicity,,1.0,M; 0.967; 0.967; 0.1; 99.4; 0.04; 0.966,"http://www.tobaccoinduceddiseases.org/Effects-of-government-cash-subsidies-on-health-risk-behaviors-nof-the-rural-elderly,132859,0,2.html#t0002",http://dx.doi.org/10.18332/tid/132859,Race/Ethnicity,
Tobacco Induced Diseases,163,1,12,0,sbjCol,Race/Ethnicity,Ethnicity (n=1165),,,; ; ; <0.0001,"http://www.tobaccoinduceddiseases.org/Perceptions-of-e-cigarettes-among-smokers-and-non-smokers-nin-households-with-children,133264,0,2.html#t0001",http://dx.doi.org/10.18332/tid/133264,Race/Ethnicity,
Tobacco Induced Diseases,163,1,24,0,sbjCol,Occupation (n=1164),Other,,,132 (11); 74 (11); 58 (11); ,"http://www.tobaccoinduceddiseases.org/Perceptions-of-e-cigarettes-among-smokers-and-non-smokers-nin-households-with-children,133264,0,2.html#t0001",http://dx.doi.org/10.18332/tid/133264,Race/Ethnicity,Others; 
Tobacco Induced Diseases,163,3,11,0,sbjCol,Race/Ethnicity,Ethnicity,,,; ; 0.0193; ; ; 0.4517; ; ; 0.9858,"http://www.tobaccoinduceddiseases.org/Perceptions-of-e-cigarettes-among-smokers-and-non-smokers-nin-households-with-children,133264,0,2.html#t0003",http://dx.doi.org/10.18332/tid/133264,Race/Ethnicity,
Tobacco Induced Diseases,163,3,23,0,sbjCol,Occupation,Other,,,57 (63); 34 (37); ; 55 (57); 42 (43); ; 12 (13); 82 (87); ,"http://www.tobaccoinduceddiseases.org/Perceptions-of-e-cigarettes-among-smokers-and-non-smokers-nin-households-with-children,133264,0,2.html#t0003",http://dx.doi.org/10.18332/tid/133264,Race/Ethnicity,Others; 
Tobacco Induced Diseases,168,1,4,0,sbjCol,Race/Ethnicity,Ethnicity,,,,"http://www.tobaccoinduceddiseases.org/Association-between-secondhand-smoke-exposure-at-home-nand-cognitive-performance,133638,0,2.html#t0001",http://dx.doi.org/10.18332/tid/133638,Race/Ethnicity,
Tobacco Induced Diseases,168,1,5,0,sbjCol,Race/Ethnicity,Malay,,,289 (92.6),"http://www.tobaccoinduceddiseases.org/Association-between-secondhand-smoke-exposure-at-home-nand-cognitive-performance,133638,0,2.html#t0001",http://dx.doi.org/10.18332/tid/133638,Race/Ethnicity,Malay; 
Tobacco Induced Diseases,168,1,6,0,sbjCol,Race/Ethnicity,Non-Malay,,,23 (7.4),"http://www.tobaccoinduceddiseases.org/Association-between-secondhand-smoke-exposure-at-home-nand-cognitive-performance,133638,0,2.html#t0001",http://dx.doi.org/10.18332/tid/133638,Race/Ethnicity,Non-Malay; 
Tobacco Induced Diseases,168,2,5,0,sbjCol,Others,Others,,,,"http://www.tobaccoinduceddiseases.org/Association-between-secondhand-smoke-exposure-at-home-nand-cognitive-performance,133638,0,2.html#t0002",http://dx.doi.org/10.18332/tid/133638,Race/Ethnicity,Others; 
Tobacco Induced Diseases,170,1,5,0,sbjCol,Race/Ethnicity,Ethnicity,,,Ethnicity; Ethnicity; Ethnicity; Ethnicity; ,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0001",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,
Tobacco Induced Diseases,170,1,6,0,sbjCol,Race/Ethnicity,Malay,,,10872208; 13345; 49.6; 46.7; 52.5,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0001",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Malay; 
Tobacco Induced Diseases,170,1,7,0,sbjCol,Race/Ethnicity,Chinese,,,5087215; 3407; 23.2; 20.8; 25.8,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0001",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Chinese; 
Tobacco Induced Diseases,170,1,8,0,sbjCol,Race/Ethnicity,Indian,,,1480516; 1519; 6.8; 5.8; 7.9,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0001",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,American Indian and Alaska Native; 
Tobacco Induced Diseases,170,1,9,0,sbjCol,Race/Ethnicity,Other Bumiputras,,,2394459; 1891; 10.9; 9.2; 13.0,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0001",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Others; 
Tobacco Induced Diseases,170,1,10,0,sbjCol,Race/Ethnicity,Others,,,2081208; 1283; 9.6; 7.9; 11.4,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0001",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Others; 
Tobacco Induced Diseases,170,2,6,0,sbjCol,Race/Ethnicity,Ethnicity,,,,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0002",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,
Tobacco Induced Diseases,170,2,7,0,sbjCol,Race/Ethnicity,Malay,,,2686373; 2970; 24.7; 23.6-25.9,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0002",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Malay; 
Tobacco Induced Diseases,170,2,8,0,sbjCol,Race/Ethnicity,Chinese,,,719321; 460; 14.2; 12.7-15.9,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0002",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Chinese; 
Tobacco Induced Diseases,170,2,9,0,sbjCol,Race/Ethnicity,Indian,,,244131; 220; 16.5; 13.9-19.4,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0002",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,American Indian and Alaska Native; 
Tobacco Induced Diseases,170,2,10,0,sbjCol,Race/Ethnicity,Other Bumiputras,,,613563; 451; 25.8; 23.2-28.6,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0002",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Others; 
Tobacco Induced Diseases,170,2,11,0,sbjCol,Race/Ethnicity,Others,,,728167; 376; 35.0; 31.1-39.2,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0002",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Others; 
Tobacco Induced Diseases,170,4,5,0,sbjCol,Race/Ethnicity,Ethnicity,,,,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0004",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,
Tobacco Induced Diseases,170,4,6,0,sbjCol,Race/Ethnicity,Malay,,,2.43; 2.02; 2.93,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0004",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Malay; 
Tobacco Induced Diseases,170,4,7,0,sbjCol,Race/Ethnicity,Chinese,,,Ref; ; ,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0004",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Chinese; 
Tobacco Induced Diseases,170,4,8,0,sbjCol,Race/Ethnicity,Indian,,,1.11; 0.81; 1.54,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0004",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,American Indian and Alaska Native; 
Tobacco Induced Diseases,170,4,9,0,sbjCol,Race/Ethnicity,Other Bumiputras,,,2.00; 1.53; 2.62,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0004",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Others; 
Tobacco Induced Diseases,170,4,10,0,sbjCol,Race/Ethnicity,Others,,,1.86; 1.40; 2.48,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0004",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Others; 
Tobacco Induced Diseases,170,5,13,0,sbjCol,Race/Ethnicity,Ethnicity,,,,"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0005",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,
Tobacco Induced Diseases,170,5,14,0,sbjCol,Race/Ethnicity,Malays,,,27.5(26.6-28.4); 24.0(23.4-24.7); 24.3(21.9-27.0); 24.7(23.6-25.9),"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0005",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Malay; 
Tobacco Induced Diseases,170,5,15,0,sbjCol,Race/Ethnicity,Chinese,,,18.8(17.7-19.9); 16.2(15.3-17.2); 15.3(11.9-19.4); 14.2(12.7-15.9),"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0005",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Chinese; 
Tobacco Induced Diseases,170,5,16,0,sbjCol,Race/Ethnicity,Indians,,,15.9(14.2-17.9); 13.7(12.4-15.0); 19.2(13.9-26.0); 16.5(14.0-19.4),"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0005",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,American Indian and Alaska Native; 
Tobacco Induced Diseases,170,5,17,0,sbjCol,Race/Ethnicity,Other Bumiputras,,,29.7(28.2-31.3); 24.8(23.4-26.2); 29.9(25.1-35.2); 25.8(23.4-28.4),"http://www.tobaccoinduceddiseases.org/Prevalence-and-factor-s-associated-with-smoking-among-adults-in-Malaysia-Findings,82190,0,2.html#t0005",http://dx.doi.org/10.18332/tid/82190,Race/Ethnicity,Others; 
Tobacco Induced Diseases,172,1,28,0,sbjCol,Marital status,Others,,,8494; 49.0,"http://www.tobaccoinduceddiseases.org/Tobacco-use-prevalence-pattern-and-predictors-among-nthose-aged-15-49-years-in-Nigeria,82926,0,2.html#t0001",http://dx.doi.org/10.18332/tid/82926,Race/Ethnicity,Others; 
Tobacco Induced Diseases,172,4,19,0,sbjCol,Religion,Others,,,46(18.5); 202(81.5); (<0.001); 1.9(1.3-2.7),"http://www.tobaccoinduceddiseases.org/Tobacco-use-prevalence-pattern-and-predictors-among-nthose-aged-15-49-years-in-Nigeria,82926,0,2.html#t0004",http://dx.doi.org/10.18332/tid/82926,Race/Ethnicity,Others; 
Tobacco Induced Diseases,172,4,23,0,sbjCol,Marital status,Others,,,712(8.4); 7782(91.6); (<0.001); 0.9(0.8-1.1),"http://www.tobaccoinduceddiseases.org/Tobacco-use-prevalence-pattern-and-predictors-among-nthose-aged-15-49-years-in-Nigeria,82926,0,2.html#t0004",http://dx.doi.org/10.18332/tid/82926,Race/Ethnicity,Others; 
Tobacco Induced Diseases,176,1,7,0,sbjCol,Race/Ethnicity,Race,,,,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0001",http://dx.doi.org/10.18332/tid/84972,Race/Ethnicity,
Tobacco Induced Diseases,176,1,8,0,sbjCol,Race/Ethnicity,White,,,7; 9.1,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0001",http://dx.doi.org/10.18332/tid/84972,Race/Ethnicity,White; 
Tobacco Induced Diseases,176,1,9,0,sbjCol,Race/Ethnicity,African American,,,66; 85.7,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0001",http://dx.doi.org/10.18332/tid/84972,Race/Ethnicity,Black or African American; 
Tobacco Induced Diseases,176,1,10,0,sbjCol,Race/Ethnicity,Other,,,4; 5.2,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0001",http://dx.doi.org/10.18332/tid/84972,Race/Ethnicity,Others; 
Tobacco Induced Diseases,176,1,12,0,sbjCol,Race/Ethnicity,Not employed,,,38; 49.4,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0001",http://dx.doi.org/10.18332/tid/84972,Race/Ethnicity,not-Stated; 
Tobacco Induced Diseases,176,3,6,0,sbjCol,Race/Ethnicity,Race,,,,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0003",http://dx.doi.org/10.18332/tid/84972,Race/Ethnicity,
Tobacco Induced Diseases,176,3,7,0,sbjCol,Race/Ethnicity,White,,,-24.67; 11.48; 0.03,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0003",http://dx.doi.org/10.18332/tid/84972,Race/Ethnicity,White; 
Tobacco Induced Diseases,176,3,8,0,sbjCol,Race/Ethnicity,African American (ref),,,,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0003",http://dx.doi.org/10.18332/tid/84972,Race/Ethnicity,Black or African American; 
Tobacco Induced Diseases,176,3,9,0,sbjCol,African American (ref),Other,,,-24.61; 14.87; 0.10,"http://www.tobaccoinduceddiseases.org/Utilization-receptivity-and-reactivity-to-Interactive-Voice-nResponse-daily-monitoring,84972,0,2.html#t0003",http://dx.doi.org/10.18332/tid/84972,Race/Ethnicity,Others; 
Tobacco Induced Diseases,183,1,25,0,sbjCol,Race/Ethnicity,Central African Republic,,,1; 0.4,"http://www.tobaccoinduceddiseases.org/A-bibliometric-analysis-of-clinical-study-literature-of-traditional-nChinese-medicine,86330,0,2.html#t0001",http://dx.doi.org/10.18332/tid/86330,Race/Ethnicity,Central African Republic; 
Tobacco Induced Diseases,183,1,32,0,sbjCol,Norway,Norway,,,1; 0.4,"http://www.tobaccoinduceddiseases.org/A-bibliometric-analysis-of-clinical-study-literature-of-traditional-nChinese-medicine,86330,0,2.html#t0001",http://dx.doi.org/10.18332/tid/86330,Race/Ethnicity,Norway; 
Tobacco Induced Diseases,184,1,7,0,sbjCol,Race/Ethnicity,Ethnicity,,,,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0001",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,
Tobacco Induced Diseases,184,1,8,0,sbjCol,Race/Ethnicity,Non-indigenous,,,74 (56.1); 47.5-˗64.6,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0001",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Non-indigenous; 
Tobacco Induced Diseases,184,1,9,0,sbjCol,Race/Ethnicity,Indigenous,,,58 (43.9); 35.4-˗52.5,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0001",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Indigenous; 
Tobacco Induced Diseases,184,1,12,0,sbjCol,Religion,Others,,,39 (29.5); 21.9-˗38.1,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0001",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Others; 
Tobacco Induced Diseases,184,1,28,0,sbjCol,Mode of HIV infection,Others,,,60 (45.5); 36.8-˗54.3,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0001",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Others; 
Tobacco Induced Diseases,184,1,34,0,sbjCol,Sexual contact with (n=100),Others,,,16 (16.0); 7.1-˗18.9,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0001",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Others; 
Tobacco Induced Diseases,184,2,7,0,sbjCol,Race/Ethnicity,Ethnicity,,,; ; 0.69; ; ; 0.30,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0002",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,
Tobacco Induced Diseases,184,2,8,0,sbjCol,Race/Ethnicity,Non-indigenous,,,21 (60.0); 53 (54.6); ; 14 (46.7); 60 (58.8); ,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0002",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Non-indigenous; 
Tobacco Induced Diseases,184,2,9,0,sbjCol,Race/Ethnicity,Indigenous,,,14 (40.0); 44 (45.4); ; 16 (53.3); 42 (41.2); ,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0002",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Indigenous; 
Tobacco Induced Diseases,184,2,12,0,sbjCol,Religion,Others,,,12 (34.3); 27 (27.8); ; 15 (50.0); 24 (23.5); ,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0002",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Others; 
Tobacco Induced Diseases,184,2,28,0,sbjCol,Mode of HIV infection,Others,,,3 (8.6); 57 (58.8); ; 6 (20.0); 54 (52.9); ,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0002",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Others; 
Tobacco Induced Diseases,184,2,34,0,sbjCol,Sexual contact with (n=100),Others,,,9 (29.1); 7 (10.1); ; 10 (38.4); 6 (8.1); ,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0002",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Others; 
Tobacco Induced Diseases,184,3,7,0,sbjCol,Race/Ethnicity,Ethnicity,,,Ethnicity; Ethnicity; Ethnicity; Ethnicity; Ethnicity; Ethnicity; ,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0003",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,
Tobacco Induced Diseases,184,3,8,0,sbjCol,Race/Ethnicity,Non-indigenous,,,1.25; 0.57˗-2.73; 0.583; 0.61; 0.27˗-1.39; 0.240; ,"http://www.tobaccoinduceddiseases.org/Tobacco-smoking-and-alcohol-drinking-among-HIV-infected-npeople-using-antiretroviral,86716,0,2.html#t0003",http://dx.doi.org/10.18332/tid/86716,Race/Ethnicity,Non-indigenous; 
