sc_ch_raw,tableLbink,sc_ch_raw_clean,semantic_0_clean,raceTerm,ethnicTerm
"Race, no. (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/190482397,race  no,,,
"Race, self-identified person of color",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/110515777,race  self identified person of color,,,
"Race, three-category (n, %)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835753,race  three category  n,,,
"Race, white, N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204702784,race  white  n,,,
"Race,N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204302895,race n,,,
Race-ethnicity (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36551215,race ethnicity,,,
Race/ ethnicityh,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/208138497,race  ethnicityh,,,
Race/Ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/95967727,race ethnicity,,,
Race/Ethnicity (%),"http://www.tobaccopreventioncessation.com/Initiation-continuation-of-use-and-cessation-of-alternative-tobacco-products-among,84869,0,2.html#t0001",race ethnicity,,,
Race/Ethnicity (Ref. = Non-Hispanic White),"http://www.tobaccopreventioncessation.com/Relationship-between-population-characteristics-e-cigarette-nand-tobacco-related,117477,0,2.html#t0004",race ethnicity  ref    non hispanic white,,,
Race/Ethnicity (Ref: Non-Hispanic white),"http://www.tobaccoinduceddiseases.org/Reasons-for-engagement-with-online-tobacco-marketing-namong-US-adolescents-and-young,99540,0,2.html#t0005",race ethnicity  ref  non hispanic white,,,
Race/Ethnicity (n ),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/132891915,race ethnicity  n,,,
"Race/Ethnicity (non-Hispanic White), %",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200821487,race ethnicity  non hispanic white,,,
Race/Ethnicity Non-White,"http://www.tobaccopreventioncessation.com/A-novel-and-remote-biochemical-verification-method-of-nsmoking-abstinence-Predictors,90649,0,2.html#t0001",race ethnicity non white,,,
Race/Ethnicity Race/Ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99874375,race ethnicity race ethnicity,,,
Race/Ethnicity of Cases Black (n=720 ) %,"http://www.tobaccoinduceddiseases.org/The-association-of-neighborhood-level-social-class-nand-tobacco-consumption-with,100525,0,2.html#t0002",race ethnicity of cases black  n 720,,,
Race/Ethnicity of Cases Black (n=720 ) n,"http://www.tobaccoinduceddiseases.org/The-association-of-neighborhood-level-social-class-nand-tobacco-consumption-with,100525,0,2.html#t0002",race ethnicity of cases black  n 720   n,,,
Race/Ethnicity of Cases White (n=2503 ) %,"http://www.tobaccoinduceddiseases.org/The-association-of-neighborhood-level-social-class-nand-tobacco-consumption-with,100525,0,2.html#t0002",race ethnicity of cases white  n 2503,,,
Race/Ethnicity of Cases White (n=2503 ) n,"http://www.tobaccoinduceddiseases.org/The-association-of-neighborhood-level-social-class-nand-tobacco-consumption-with,100525,0,2.html#t0002",race ethnicity of cases white  n 2503   n,,,
Race/Ethnicity***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,race ethnicity,,,
"Race/Ethnicity, %","http://www.tobaccoinduceddiseases.org/ENDS-retailers-and-marketing-near-university-campuses-with-nand-without-tobacco-free,94600,0,2.html#t0001",race ethnicity,,,
"Race/Ethnicity, n (%)b","http://www.tobaccopreventioncessation.com/A-pilot-study-assessing-the-addition-of-a-Quit-and-Win-nprogram-to-pharmacist-led,113356,0,2.html#t0001",race ethnicity  n    b,,,
"Race/Ethnicity, n = 10238",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/132892653,race ethnicity  n   10238,,,
Race/Ethnicity1,"http://www.tobaccoinduceddiseases.org/Reasons-for-engagement-with-online-tobacco-marketing-namong-US-adolescents-and-young,99540,0,2.html#t0002",race ethnicity1,,,
Race/Ethnicityb,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084575,race ethnicityb,,,
Race/ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32946177,race ethnicity,,,
Race/ethnicity %,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137195525,race ethnicity,,,
Race/ethnicity (% minorities),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/208138052,race ethnicity    minorities,,,
Race/ethnicity (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45370300,race ethnicity,,,
Race/ethnicity (%) a,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113585780,race ethnicity     a,,,
Race/ethnicity (%):,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/208138704,race ethnicity,,,
"Race/ethnicity (N, %)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/209693853,race ethnicity  n,,,
Race/ethnicity (NH White referent),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222862043?guestAccessKey=b154b9f1-3faa-4d38-b55a-1e6bc722c8c3,race ethnicity  nh white referent,,,
Race/ethnicity (n = 6592) Black,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163625332,race ethnicity  n   6592  black,,,
Race/ethnicity (n = 6592) Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163625332,race ethnicity  n   6592  hispanic,,,
Race/ethnicity (n = 6592) Other,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163625332,race ethnicity  n   6592  other,,,
Race/ethnicity (n = 6592) White,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/163625332,race ethnicity  n   6592  white,,,
Race/ethnicity (p < .0001),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113607107,race ethnicity  p    0001,,,
Race/ethnicity (ref: Non-Hispanic White),"http://www.tobaccoinduceddiseases.org/Sociodemographic-differences-in-reasons-for-ENDS-use-namong-US-youth-within-Wave,99879,0,2.html#t0003",race ethnicity  ref  non hispanic white,,,
Race/ethnicity (ref: White),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/228111682,race ethnicity  ref  white,,,
Race/ethnicity (vs. White),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77034609,race ethnicity  vs  white,,,
Race/ethnicity (vs. white),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113585444,race ethnicity  vs  white,,,
Race/ethnicity (white = REF),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/139654502,race ethnicity  white   ref,,,
Race/ethnicity (white = referent),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113588899,race ethnicity  white   referent,,,
Race/ethnicity Race/ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99874369,race ethnicity race ethnicity,,,
Race/ethnicity a,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42815563,race ethnicity a,,,
Race/ethnicity classification,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42808111,race ethnicity classification,,,
Race/ethnicity × 2010–2013,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113607321,race ethnicity × 2010–2013,,,
Race/ethnicity × cohort,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113607304,race ethnicity × cohort,,,
Race/ethnicity**,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/65424522,race ethnicity,,,
Race/ethnicity*State residence,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120013662,race ethnicity state residence,,,
"Race/ethnicity, %",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77023721,race ethnicity,,,
"Race/ethnicity, % (n)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32699323,race ethnicity     n,,,
"Race/ethnicity, N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/78443118,race ethnicity  n,,,
"Race/ethnicity, White vs Non-White (Ref.)","http://www.tobaccopreventioncessation.com/Comparing-smoking-behavior-between-female-to-male-and-nmale-to-female-transgender,114513,0,2.html#t0002",race ethnicity  white vs non white  ref,,,
"Race/ethnicity, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53621584,race ethnicity  n,,,
"Race/ethnicity, n (%) a",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/119652739,race ethnicity  n     a,,,
Race/ethnicitya,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/120016101,race ethnicitya,,,
Race/ethnicityb,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202709784,race ethnicityb,,,
Race/ethnicityc,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87404655,race ethnicityc,,,
Race/ethnicityd,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113602202,race ethnicityd,,,
Race/ethnicitye,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/132892386,race ethnicitye,,,
Race/ethnicity White Black Hispanic Other/multiple race,"http://www.tobaccopreventioncessation.com/Curiosity-and-susceptibility-to-cigarette-smoking-among-cigarette-naive-waterpipe,80134,0,2.html#t0001",race ethnicity white black hispanic other multiple race,,,
Race/group,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/225689710,race group,,,
Race: Black,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/114856296,race  black,,,
Race: Hispanic,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/114856296,race  hispanic,,,
Race: Non-White,"http://www.tobaccopreventioncessation.com/One-item-susceptibility-measure-predicts-waterpipe-and-little-ncigar-cigarillo-uptake,108554,0,2.html#t0002",race  non white,,,
Race: Other,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/114856296,race  other,,,
Race: n,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/227171734,race  n,,,
"Race: non-Hispanic white, %",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/92426193,race  non hispanic white,,,
"Race_black, N = 136 (33%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113603668,race black  n   136  33,,,
"Race_other, N = 29 (7%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113603668,race other  n   29  7,,,
Race— (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183586400,race,,,
"Race—(Number, %)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137015786,race  number,,,
Racial and ethnic background classification,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42808111,racial and ethnic background classification,,,
Racial background,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32698652,racial background,,,
Racial group,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912532,racial group,,,
Racial or ethnic minority,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835840,racial or ethnic minority,,,
Racial/ethnic background,"http://www.tobaccopreventioncessation.com/Comparing-smoking-behavior-between-female-to-male-and-nmale-to-female-transgender,114513,0,2.html#t0001",racial ethnic background,,,
Racial/ethnic minority,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33547441,racial ethnic minority,,,
"Random prompt compliance, M (SD)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/53627518,random prompt compliance  m  sd,,,
Rate of change in daily smoking from Years 12–16 (Piece 2 Slope),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791213,rate of change in daily smoking from years 12–16  piece 2 slope,,,
Ratio African Americans to Whites,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/209692937,ratio african americans to whites,,,
Readiness to quit (0–10 scale)e,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113610873,readiness to quit  0–10 scale e,,,
"Receive financial aid, %","http://www.tobaccoinduceddiseases.org/ENDS-retailers-and-marketing-near-university-campuses-with-nand-without-tobacco-free,94600,0,2.html#t0001",receive financial aid,,,
Receiving disability/Supplemental Security Income,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/222876932,receiving disability supplemental security income,,,
Refused,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42243758,refused,,,
Response rates by race/ethnicity,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42808111,response rates by race ethnicity,,,
Romanian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606383,romanian,,,
"Rural area residence, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183587281,rural area residence  n,,,
SES total,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/209693864,ses total,,,
"SES total (M, SD)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/209693853,ses total  m  sd,,,
SUD (yes)***,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77031839,sud  yes,,,
Safety,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137195525,safety,,,
Samoan,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/165678392,samoan,,,
Scale for Assessment of Negative Symptoms,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912532,scale for assessment of negative symptoms,,,
Screening eCOa,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202859891,screening ecoa,,,
Screening expired air CO (ppm) b,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36550253,screening expired air co  ppm  b,,,
Second generation or more Canadian (C),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42837026,second generation or more canadian  c,,,
Self-directed violence (between waves)c,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113580478,self directed violence  between waves c,,,
"Self-reported Hispanic, N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77032757,self reported hispanic  n,,,
Self-reported Hispanic/Latino heritage: N (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/112982042,self reported hispanic latino heritage  n,,,
Self-reported race/ethnicity a,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113589333,self reported race ethnicity a,,,
Self-reported self-esteem (1–7 scale),"http://www.tobaccopreventioncessation.com/Relationship-between-population-characteristics-e-cigarette-nand-tobacco-related,117477,0,2.html#t0004",self reported self esteem  1–7 scale,,,
Sensation seeking (1–5),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77027354,sensation seeking  1–5,,,
"Serum 3HC (ng/mL), median (25th, 75th percentile)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204125591,serum 3hc  ng ml   median  25th  75th percentile,,,
"Serum cotinine (ng/mL), median (25th, 75th percentile)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204125591,serum cotinine  ng ml   median  25th  75th percentile,,,
Sex: male vs. female,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204606247,sex  male vs  female,,,
Sexual minority,"http://www.tobaccopreventioncessation.com/Associations-between-tobacco-use-patterns-and-demographic-characteristics-of-sexual,130348,0,2.html#t0001",sexual minority,,,
Sexual minority (heterosexual = ref.),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/209693429,sexual minority  heterosexual   ref,,,
Sexual or gender minority,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206835840,sexual or gender minority,,,
Sexual orientation (Ref. = straight),"http://www.tobaccopreventioncessation.com/Relationship-between-population-characteristics-e-cigarette-nand-tobacco-related,117477,0,2.html#t0004",sexual orientation  ref    straight,,,
"Sexual orientation, sexual minority, N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204702784,sexual orientation  sexual minority  n,,,
Shaanxi Journal of Traditional Chinese Medicine,"http://www.tobaccoinduceddiseases.org/A-bibliometric-analysis-of-clinical-study-literature-of-traditional-nChinese-medicine,86330,0,2.html#t0003",shaanxi journal of traditional chinese medicine,,,
Sibling smokes,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/77027354,sibling smokes,,,
"Simple effects models African American, high SES B ( SE )",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42815760,simple effects models african american  high ses b   se,,,
"Simple effects models African American, high SES HR (95% CI)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42815760,simple effects models african american  high ses hr  95  ci,,,
"Simple effects models African American, low SES B ( SE )",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42815760,simple effects models african american  low ses b   se,,,
"Simple effects models African American, low SES HR (95% CI)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42815760,simple effects models african american  low ses hr  95  ci,,,
Slept outdoors in past month,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32934972,slept outdoors in past month,,,
"Slept outdoors, past month",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/32934956,slept outdoors  past month,,,
"Smoke within 30min of waking,N (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204302895,smoke within 30min of waking n,,,
Smoker,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/121766001,smoker,,,
Smokes first cigarette within 5 min of waking up,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/206834629,smokes first cigarette within 5 min of waking up,,,
Smoking Satisfaction at baseline (Mean (SD)),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137015786,smoking satisfaction at baseline  mean  sd,,,
Smoking during study (yes),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113610873,smoking during study  yes,,,
Smoking status (daily),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113610873,smoking status  daily,,,
Smoking urge at beginning of study (1–5 scale),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113610873,smoking urge at beginning of study  1–5 scale,,,
"Smoking-related health condition at baseline, N (%)g",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,smoking related health condition at baseline  n    g,,,
Somatic Symptoms,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912583,somatic symptoms,,,
Some college,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/82284807,some college,,,
Some high school,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/82284807,some high school,,,
"Sometimes I have problems with my mobile phone signal, n (%)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/183587281,sometimes i have problems with my mobile phone signal  n,,,
South Asian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113581008,south asian,,,
South East Asian,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/191023327,south east asian,,,
South-East Asian Region,"http://www.tobaccopreventioncessation.com/Percentage-of-current-tobacco-smoking-students-receiving-help-nor-advice-to-quit,102994,0,2.html#t0001",south east asian region,,,
South-east Asian region,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/191023327,south east asian region,,,
"Speaks Alaska Native tribal language, %","http://www.tobaccoinduceddiseases.org/Cultural-and-demographic-correlates-of-dual-tobacco-use-in-a-nsample-of-Alaska-Native,122902,0,2.html#t0001",speaks alaska native tribal language,,,
Spielberger anxiety (t-score),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/204302954,spielberger anxiety  t score,,,
Store on an Indian reservation,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/200454043,store on an indian reservation,,,
Student status (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36550253,student status,,,
Subsamples Hispanic (N = 3266) AOR (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872925,subsamples hispanic  n   3266  aor  95  ci,,,
Subsamples Hispanic (N = 3266) p,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872925,subsamples hispanic  n   3266  p,,,
Subsamples Hispanic (N = 3637) AOR (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872917,subsamples hispanic  n   3637  aor  95  ci,,,
Subsamples Hispanic (N = 3637) p,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872917,subsamples hispanic  n   3637  p,,,
Subsamples Hispanic (N = 4059) %,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872903,subsamples hispanic  n   4059,,,
Subsamples Hispanic (N = 4059) N,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872903,subsamples hispanic  n   4059  n,,,
Subsamples Hispanic (N = 4059) p value (vs. NH white),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872903,subsamples hispanic  n   4059  p value  vs  nh white,,,
Subsamples NH Asian (N = 1148) %,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872903,subsamples nh asian  n   1148,,,
Subsamples NH Asian (N = 1148) N,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872903,subsamples nh asian  n   1148  n,,,
Subsamples NH Asian (N = 1148) p value (vs. NH white),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872903,subsamples nh asian  n   1148  p value  vs  nh white,,,
Subsamples NH Asian (N = 871) AOR (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872925,subsamples nh asian  n   871  aor  95  ci,,,
Subsamples NH Asian (N = 871) p,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872925,subsamples nh asian  n   871  p,,,
Subsamples NH Asian (N = 966) AOR (95% CI),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872917,subsamples nh asian  n   966  aor  95  ci,,,
Subsamples NH Asian (N = 966) p,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/99872917,subsamples nh asian  n   966  p,,,
Substance dependence past year,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113580478,substance dependence past year,,,
TLFB alcohol user (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33445055,tlfb alcohol user,,,
TLFB marijuana user (%),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33445055,tlfb marijuana user,,,
TNE (nmol/mL)a,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912583,tne  nmol ml a,,,
TNEs at baseline—geometric mean (range),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137015786,tnes at baseline geometric mean  range,,,
TTFC <30 min,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42805973,ttfc  30 min,,,
"Terje Peetso, Policy Officer, European Commission Directorate General for Health and Consumers, Unit 4, Belgium",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45371741,terje peetso  policy officer  european commission directorate general for health and consumers  unit 4  belgium,,,
"Time 1 (1990–1996) N = 50,424 Hispanic/Latino Female ( n = 3,840) % (95% CL)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36553218,time 1  1990–1996  n   50 424 hispanic latino female   n   3 840     95  cl,,,
"Time 1 (1990–1996) N = 50,424 Hispanic/Latino Female ( n = 3,840) n",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36553218,time 1  1990–1996  n   50 424 hispanic latino female   n   3 840  n,,,
"Time 1 (1990–1996) N = 50,424 Hispanic/Latino Male ( n = 4,070) % (95% CL)",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36553218,time 1  1990–1996  n   50 424 hispanic latino male   n   4 070     95  cl,,,
"Time 1 (1990–1996) N = 50,424 Hispanic/Latino Male ( n = 4,070) n",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/36553218,time 1  1990–1996  n   50 424 hispanic latino male   n   4 070  n,,,
Time to first cigarette (% cigarette <30min),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/33445055,time to first cigarette    cigarette  30min,,,
Time to first cigarette (min),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45372873,time to first cigarette  min,,,
Tips television GRPs—Hispanic ads (in 100s),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42244049,tips television grps hispanic ads  in 100s,,,
Tobacco outlet density a,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137195525,tobacco outlet density a,,,
Tork,"http://www.tobaccopreventioncessation.com/Persistent-use-of-hookah-smoking-among-Iranian-women-nA-qualitative-study,99507,0,2.html#t0001",tork,,,
Total,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45373765,total,,,
Total antioxidant capacity (nmoles Trolox equivalent),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/42815038,total antioxidant capacity  nmoles trolox equivalent,,,
"Total articles N=144. Two articles are both pro-tobacco and anti-tobacco47,130. Some articles appear in multiple rows so totals are more than 144. LGBT: Lesbian Gay Bisexual Transgendera References15,44,73,86-92,95,137,144,145 b References50,97-102 c References140,162 d References102,152,153,157 e References9,10,12-49,136,137,139,141,150,159-161,163,166 : African American9,10,12-17,20-25,27-31,43-45,49,147,159 ; Hispanic/Latino24,27,32-35,141 ; Asian/Pacific Islander33,36,37,48 ; American Indian/Alaska Native38 ; Multiple Groups18,19,26,39-42,46,47,136,137,139,150,160,161,163,167 f References47,50-72,97,100,151,157,158,165 : African American61,62,66-69,72,97,151 ; Hispanic/Latino59,60,66,70,157,158 ; Asian/Pacific Islander165 ; American Indian/Alaska Native50,64 ; Multiple Groups50-58,63,65,71,72 g References123-126 h References71,127,128 i References18,19,26-29,39,40,42,45,73-78,86,95,143,146,148 j References57,63,65,67,79-85,102,154-156 k References9,13,28,39,43,74,95,103-107,138,142,160 l References50,108-112 m References113-117,119 n References118,120-122 o References129-131 p References130,132 q Reference129","http://www.tobaccoinduceddiseases.org/Pro-tobacco-marketing-and-anti-tobacco-campaigns-aimed-at-nvulnerable-populations,111397,0,2.html#t0003",total articles n 144  two articles are both pro tobacco and anti tobacco47 130  some articles appear in multiple rows so totals are more than 144  lgbt  lesbian gay bisexual transgendera references15 44 73 86 92 95 137 144 145 b references50 97 102 c references140 162 d references102 152 153 157 e references9 10 12 49 136 137 139 141 150 159 161 163 166   african american9 10 12 17 20 25 27 31 43 45 49 147 159   hispanic latino24 27 32 35 141   asian pacific islander33 36 37 48   american indian alaska native38   multiple groups18 19 26 39 42 46 47 136 137 139 150 160 161 163 167 f references47 50 72 97 100 151 157 158 165   african american61 62 66 69 72 97 151   hispanic latino59 60 66 70 157 158   asian pacific islander165   american indian alaska native50 64   multiple groups50 58 63 65 71 72 g references123 126 h references71 127 128 i references18 19 26 29 39 40 42 45 73 78 86 95 143 146 148 j references57 63 65 67 79 85 102 154 156 k references9 13 28 39 43 74 95 103 107 138 142 160 l references50 108 112 m references113 117 119 n references118 120 122 o references129 131 p references130 132 q reference129,,,
Total cigarette puff volume,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/48912583,total cigarette puff volume,,,
"Total physical activity, mean (SD)f",https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,total physical activity  mean  sd f,,,
Total puff volume at baseline (Mean (SD)),https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/137015786,total puff volume at baseline  mean  sd,,,
Totalb,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/113606620,totalb,,,
Tract % of Hispanic population,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45371803,tract   of hispanic population,,,
Tract % of non-Hispanic Black population,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/45371803,tract   of non hispanic black population,,,
Traditional Chinese and Western medicine hospital,"http://www.tobaccoinduceddiseases.org/National-survey-of-smoking-cessation-provision-in-China,104726,0,2.html#t0001",traditional chinese and western medicine hospital,,,
Traditional Chinese medicine hospital,"http://www.tobaccoinduceddiseases.org/National-survey-of-smoking-cessation-provision-in-China,104726,0,2.html#t0001",traditional chinese medicine hospital,,,
Trauma exposed,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/20460179,trauma exposed,,,
Trouble paying bills,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/202709775,trouble paying bills,,,
Turkmen,"http://www.tobaccoinduceddiseases.org/Nass-use-and-associated-factors-among-outpatients-in-northern-nAfghanistan-A-cross,93574,0,2.html#t0001",turkmen,,,
Turkmen ethnic group,"http://www.tobaccoinduceddiseases.org/Nass-use-and-associated-factors-among-outpatients-in-northern-nAfghanistan-A-cross,93574,0,2.html#t0002",turkmen ethnic group,,,
Two or more races,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/54735596,two or more races,,,
US native,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/87406516,us native,,,
