idx,Year,Location,Country,Global,paperIdx,tableIdx,Race/Ethnicity,RaceGroup,RaceSubGroup,total,unit,type,value,proportion,tableLink,paperLink,"Coder1 (0-weighted, 1=unweighted) ",Coder 1 notes,"Coder2 (0-weighted, 1=unweighted) ",Unnamed: 20
956,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,White;,White,,16430,num,non-lgbt,13140,79.97565429,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
957,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,White;,White,,16430,%,non-lgbt weighted,68.5,68.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
958,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Black or African American;,Black or African American,,1092,num,lgbt,94,8.608058608,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
959,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Black or African American;,Black or African American,,1092,%,lgbt weighted,12.2,12.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
960,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Black or African American;,Black or African American,,16430,num,non-lgbt,1223,7.443700548,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
961,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Black or African American;,Black or African American,,16430,%,non-lgbt weighted,11.5,11.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
962,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Latino;,Hispanic,,1092,num,lgbt,129,11.81318681,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
963,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Latino;,Hispanic,,1092,%,lgbt weighted,17.5,17.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
964,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Latino;,Hispanic,,16430,num,non-lgbt,1117,6.798539257,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
965,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Latino;,Hispanic,,16430,%,non-lgbt weighted,13.2,13.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
966,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Other;,Others,,1092,num,lgbt,41,3.754578755,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
967,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Other;,Others,,1092,%,lgbt weighted,7.4,7.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
968,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Other;,Others,,16430,num,non-lgbt,515,3.134510043,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
969,2019,"LGBT,non-LGBT,USA",USA,USA,981,1,Other;,Others,,16430,%,non-lgbt weighted,5.4,5.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133084698,http://dx.doi.org/10.1093/ntr/nty049,,,,
970,2019,USA,USA,USA,986,1,White; non-Hispanic,White,,1508,num,overall,963,63.85941645,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
971,2019,USA,USA,USA,986,1,White; non-Hispanic,White,,100,%,overall,64.5,64.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
972,2019,USA,USA,USA,986,1,White; non-Hispanic,White,,218,num,basic device,104,47.70642202,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
973,2019,USA,USA,USA,986,1,White; non-Hispanic,White,,145,%,basic device,47.9,47.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
974,2019,USA,USA,USA,986,1,White; non-Hispanic,White,,433,num,intermediate device,269,62.12471132,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
975,2019,USA,USA,USA,986,1,White; non-Hispanic,White,,287,%,intermediate device,62.9,62.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
976,2019,USA,USA,USA,986,1,White; non-Hispanic,White,,857,num,advanced device,590,68.84480747,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
977,2019,USA,USA,USA,986,1,White; non-Hispanic,White,,568,%,advanced device,69.5,69.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
978,2019,USA,USA,USA,986,1,Black or African American; non-Hispanic,Black or African American,,1508,num,overall,91,6.034482759,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
979,2019,USA,USA,USA,986,1,Black or African American; non-Hispanic,Black or African American,,100,%,overall,6.1,6.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
980,2019,USA,USA,USA,986,1,Black or African American; non-Hispanic,Black or African American,,218,num,basic device,33,15.13761468,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
981,2019,USA,USA,USA,986,1,Black or African American; non-Hispanic,Black or African American,,145,%,basic device,15.2,15.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
982,2019,USA,USA,USA,986,1,Black or African American; non-Hispanic,Black or African American,,433,num,intermediate device,27,6.23556582,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
983,2019,USA,USA,USA,986,1,Black or African American; non-Hispanic,Black or African American,,287,%,intermediate device,6.3,6.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
984,2019,USA,USA,USA,986,1,Black or African American; non-Hispanic,Black or African American,,857,num,advanced device,31,3.617269545,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
985,2019,USA,USA,USA,986,1,Black or African American; non-Hispanic,Black or African American,,568,%,advanced device,3.7,3.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
986,2019,USA,USA,USA,986,1,; Hispanic,Hispanic,,1508,num,overall,226,14.9867374,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
987,2019,USA,USA,USA,986,1,; Hispanic,Hispanic,,100,%,overall,15.1,15.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
988,2019,USA,USA,USA,986,1,; Hispanic,Hispanic,,218,num,basic device,43,19.72477064,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
989,2019,USA,USA,USA,986,1,; Hispanic,Hispanic,,145,%,basic device,19.8,19.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
990,2019,USA,USA,USA,986,1,; Hispanic,Hispanic,,433,num,intermediate device,71,16.39722864,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
991,2019,USA,USA,USA,986,1,; Hispanic,Hispanic,,287,%,intermediate device,16.6,16.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
992,2019,USA,USA,USA,986,1,; Hispanic,Hispanic,,857,num,advanced device,112,13.06884481,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
993,2019,USA,USA,USA,986,1,; Hispanic,Hispanic,,568,%,advanced device,13.2,13.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
994,2019,USA,USA,USA,986,1,Others; non-Hispanic,Others,,1508,num,overall,214,14.19098143,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
995,2019,USA,USA,USA,986,1,Others; non-Hispanic,Others,,100,%,overall,14.3,14.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
996,2019,USA,USA,USA,986,1,Others; non-Hispanic,Others,,218,num,basic device,37,16.97247706,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
997,2019,USA,USA,USA,986,1,Others; non-Hispanic,Others,,145,%,basic device,17.1,17.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
998,2019,USA,USA,USA,986,1,Others; non-Hispanic,Others,,433,num,intermediate device,61,14.08775982,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
999,2019,USA,USA,USA,986,1,Others; non-Hispanic,Others,,287,%,intermediate device,14.3,14.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
1000,2019,USA,USA,USA,986,1,Others; non-Hispanic,Others,,857,num,advanced device,116,13.53558926,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
1001,2019,USA,USA,USA,986,1,Others; non-Hispanic,Others,,568,%,advanced device,13.7,13.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128204209,http://dx.doi.org/10.1093/ntr/ntx279,,,,
1002,2019,USA (assumed),USA,USA,995,1,White;,White,,209,%,study 1,78,78,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1003,2019,USA (assumed),USA,USA,995,1,White;,White,,224,%,study 2,71.4,71.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1004,2019,USA (assumed),USA,USA,995,1,Black or African American;,Black or African American,,209,%,study 1,8.6,8.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1005,2019,USA (assumed),USA,USA,995,1,Black or African American;,Black or African American,,224,%,study 2,8.9,8.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1006,2019,USA (assumed),USA,USA,995,1,Asian;,Asian,,209,%,study 1,7.7,7.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1007,2019,USA (assumed),USA,USA,995,1,Asian;,Asian,,224,%,study 2,13.8,13.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1008,2019,USA (assumed),USA,USA,995,1,American Indian and Alaska Native;,American Indian and Alaska Native,,209,%,study 1,3.8,3.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1009,2019,USA (assumed),USA,USA,995,1,American Indian and Alaska Native;,American Indian and Alaska Native,,224,%,study 2,4,4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1010,2019,USA (assumed),USA,USA,995,1,Asian Indian;,Asian,,209,%,study 1,2.8,2.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1011,2019,USA (assumed),USA,USA,995,1,Asian Indian;,Asian,,224,%,study 2,3.1,3.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1012,2019,USA (assumed),USA,USA,995,1,Others;,Others,,209,%,study 1,3.8,3.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1013,2019,USA (assumed),USA,USA,995,1,Others;,Others,,224,%,study 2,3.6,3.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1014,2019,USA (assumed),USA,USA,995,1,; Hispanic,Hispanic,,209,%,study 1,16.3,16.3,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1015,2019,USA (assumed),USA,USA,995,1,; Hispanic,Hispanic,,224,%,study 2,13.4,13.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203970,http://dx.doi.org/10.1093/ntr/nty046,,,,
1016,2019,USA,USA,USA,1002,1,Black or African American;,Black or African American,,1489,num,overall,862,57.89120215,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1017,2019,USA,USA,USA,1002,1,Black or African American;,Black or African American,,875,num,quit smoking (first cessation)b,467,53.37142857,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1018,2019,USA,USA,USA,1002,1,Black or African American;,Black or African American,,614,num,no first cessation,395,64.33224756,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1019,2019,USA,USA,USA,1002,1,Black or African American;,Black or African American,,432,num,quit smoking (sustained cessation)b,206,47.68518519,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1020,2019,USA,USA,USA,1002,1,Black or African American;,Black or African American,,1057,num,no sustained cessation,656,62.06244087,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1021,2019,USA,USA,USA,1002,1,White;,White,,1489,num,overall,627,42.10879785,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1022,2019,USA,USA,USA,1002,1,White;,White,,875,num,quit smoking (first cessation)b,408,46.62857143,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1023,2019,USA,USA,USA,1002,1,White;,White,,614,num,no first cessation,219,35.66775244,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1024,2019,USA,USA,USA,1002,1,White;,White,,432,num,quit smoking (sustained cessation)b,226,52.31481481,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1025,2019,USA,USA,USA,1002,1,White;,White,,1057,num,no sustained cessation,401,37.93755913,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133792672,http://dx.doi.org/10.1093/ntr/nty109,,,,
1026,2019,USA (assumed),USA,USA,1003,1,White; non-Hispanic,White,,20,num,former smokers,14,70,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791020,http://dx.doi.org/10.1093/ntr/nty102,,,,
1027,2019,USA (assumed),USA,USA,1003,1,White; non-Hispanic,White,,17,num,current smokers,8,47.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791020,http://dx.doi.org/10.1093/ntr/nty102,,,,
1028,2019,USA (assumed),USA,USA,1003,1,White; non-Hispanic,White,,37,num,overall,22,59.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791020,http://dx.doi.org/10.1093/ntr/nty102,,,,
1029,2019,USA (assumed),USA,USA,1003,1,Black or African American;,Black or African American,,20,num,former smokers,5,25,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791020,http://dx.doi.org/10.1093/ntr/nty102,,,,
1030,2019,USA (assumed),USA,USA,1003,1,Black or African American;,Black or African American,,17,num,current smokers,7,41.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791020,http://dx.doi.org/10.1093/ntr/nty102,,,,
1031,2019,USA (assumed),USA,USA,1003,1,Black or African American;,Black or African American,,37,num,overall,12,32.4,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791020,http://dx.doi.org/10.1093/ntr/nty102,,,,
1032,2019,USA (assumed),USA,USA,1003,1,Others; Hispanic,Others,,20,num,former smokers,1,5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791020,http://dx.doi.org/10.1093/ntr/nty102,,,,
1033,2019,USA (assumed),USA,USA,1003,1,Others; Hispanic,Others,,17,num,current smokers,2,11.8,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791020,http://dx.doi.org/10.1093/ntr/nty102,,,,
1034,2019,USA (assumed),USA,USA,1003,1,Others; Hispanic,Others,,37,num,overall,3,8.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133791020,http://dx.doi.org/10.1093/ntr/nty102,,,,
1035,2019,USA (assumed),USA,USA,1004,1,White;,White,,47,num,menthol smoker,24,51.06382979,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1036,2019,USA (assumed),USA,USA,1004,1,White;,White,,34,num,non-menthol smoker,29,85.29411765,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1037,2019,USA (assumed),USA,USA,1004,1,White;,White,,81,num,total sample,53,65.43209877,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1038,2019,USA (assumed),USA,USA,1004,1,Black or African American;,Black or African American,,47,num,menthol smoker,18,38.29787234,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1039,2019,USA (assumed),USA,USA,1004,1,Black or African American;,Black or African American,,34,num,non-menthol smoker,3,8.823529412,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1040,2019,USA (assumed),USA,USA,1004,1,Black or African American;,Black or African American,,81,num,total sample,21,25.92592593,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1041,2019,USA (assumed),USA,USA,1004,1,Others;,Others,,47,num,menthol smoker,5,10.63829787,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1042,2019,USA (assumed),USA,USA,1004,1,Others;,Others,,34,num,non-menthol smoker,2,5.882352941,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1043,2019,USA (assumed),USA,USA,1004,1,Others;,Others,,81,num,total sample,7,8.641975309,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1044,2019,USA (assumed),USA,USA,1004,1,; Hispanic,Hispanic,,47,num,menthol smoker,7,14.89361702,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1045,2019,USA (assumed),USA,USA,1004,1,; Hispanic,Hispanic,,34,num,non-menthol smoker,4,11.76470588,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1046,2019,USA (assumed),USA,USA,1004,1,; Hispanic,Hispanic,,81,num,total sample,11,13.58024691,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/133790561,http://dx.doi.org/10.1093/ntr/nty064,,,,
1047,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,White; non-Hispanic,White,,50411,%,low cigarettes/e-cigarettes categoryb,35.9,35.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1048,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,White; non-Hispanic,White,,33395,%,high cigarette/e-cigarette categoryc,26.7,26.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1050,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,White; non-Hispanic,White,,28052,%,high cigarette/low e-cigarette categoryd,22.7,22.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1052,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,White; non-Hispanic,White,,23567,%,low cigarette/high e-cigarette categorye,14.7,14.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1054,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Black or African American; non-Hispanic,Black or African American,,50411,%,low cigarettes/e-cigarettes categoryb,37.1,37.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1055,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Black or African American; non-Hispanic,Black or African American,,33395,%,high cigarette/e-cigarette categoryc,25.9,25.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1056,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Black or African American; non-Hispanic,Black or African American,,33395,%,high cigarette/e-cigarette categoryc,0.62,0.62,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1057,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Black or African American; non-Hispanic,Black or African American,,28052,%,high cigarette/low e-cigarette categoryd,27.1,27.1,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1058,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Black or African American; non-Hispanic,Black or African American,,28052,%,high cigarette/low e-cigarette categoryd,0.91,0.91,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1059,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Black or African American; non-Hispanic,Black or African American,,23567,%,low cigarette/high e-cigarette categorye,9.9,9.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1060,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Black or African American; non-Hispanic,Black or African American,,23567,%,low cigarette/high e-cigarette categorye,0.54,0.54,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1061,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Asian; non-Hispanic,Asian,,50411,%,low cigarettes/e-cigarettes categoryb,70.6,70.6,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1062,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Asian; non-Hispanic,Asian,,33395,%,high cigarette/e-cigarette categoryc,5.7,5.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1063,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Asian; non-Hispanic,Asian,,33395,%,high cigarette/e-cigarette categoryc,0.12,0.12,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1064,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Asian; non-Hispanic,Asian,,28052,%,high cigarette/low e-cigarette categoryd,10.2,10.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1065,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Asian; non-Hispanic,Asian,,28052,%,high cigarette/low e-cigarette categoryd,0.22,0.22,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1066,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Asian; non-Hispanic,Asian,,23567,%,low cigarette/high e-cigarette categorye,13.5,13.5,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1067,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,Asian; non-Hispanic,Asian,,23567,%,low cigarette/high e-cigarette categorye,0.44,0.44,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1068,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,; Hispanic,Hispanic,,50411,%,low cigarettes/e-cigarettes categoryb,55.2,55.2,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1069,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,; Hispanic,Hispanic,,33395,%,high cigarette/e-cigarette categoryc,9.7,9.7,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1070,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,; Hispanic,Hispanic,,33395,%,high cigarette/e-cigarette categoryc,0.16,0.16,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
1071,2019,"USA,the United States,Oklahoma,Delaware,West Virginia,Vermont",USA,USA,1006,2,; Hispanic,Hispanic,,28052,%,high cigarette/low e-cigarette categoryd,8.9,8.9,https://academic-oup-com.proxy.lib.ohio-state.edu/view-large/128203913,http://dx.doi.org/10.1093/ntr/nty013,,,,
